label1_kpn;label2_Pa;label3_Mca;label4_Hi;label5_Sau;label6 _Spn;Souche;4;6;7;16;19;21;24;25;26;27;29;32;35;38;56;58;62;63;68;72;77;83;118;123;128;137;141;143;164;169;170;171;173;213;218;220;223;225;226;230;232;234;236;
FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Hi_10^7;13,27;42,74;4,9;92,83;1,04;0,42;0,17;1,05;0,04;0,04;0;0,25;31,3;3,68;0,27;1,08;0,36;1,04;0,19;0,61;11,95;25,61;0,06;4,08;0,9;11,49;0,02;7,4;0,06;0,55;0,42;103,7;100,13;0;0;0,76;0,03;0,26;0;0,27;0;0;0;
FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Hi_10^6;9,57;11,78;5,07;103,85;3,25;0,34;0;0,7;0,14;0;0;1,37;8,99;4,49;0,89;1,49;1,4;4,11;3,28;1,48;6,63;12,23;0;4,46;0,05;12,2;0,08;5,91;0,11;0,79;1,82;116,23;119,31;0,24;0;1,47;0,33;1,25;0,2;0,42;0;0;0;
FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Hi_10^5;3,96;4,52;4,26;70,17;2,43;0,24;0,21;0,31;0,05;0,16;0,13;0,48;2,9;1,99;0,99;0,83;0,28;4,81;2,86;1,01;1,43;5,88;0,28;1,7;2,85;4,54;0,02;4,02;0,05;1,16;1,35;84,8;81,46;0,39;0,06;1,23;0,4;0,2;0;0,19;0;0;0;
FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Hi_10^4;1,35;11,2;3,84;36,34;7,1;0;0;0,12;0;0,34;0;1,74;6,17;5,3;7,77;1,25;1,66;22,52;15,31;8,54;0,44;13,57;0;0,42;0,29;2,33;0;3,63;1,16;3,33;8,07;37,98;38,07;3,91;0,11;0,73;2,35;2,85;0,96;0,14;0;3,98;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Sau_10^7;0,31;7,07;4,81;0,3;0,26;0,15;0,11;0,42;0,2;0;0;0;0,31;3,66;0,06;0,22;0,07;0,25;0,01;0;0,29;0,02;0;0,51;0,5;0,55;0,04;0,78;0;0,98;31,88;0,24;0,34;85,85;41,1;132,5;0,36;0;0;0,02;0;0;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Sau_10^6;0,2;4,47;6,23;0,63;0;0,14;0,07;0,26;0,01;0;0,04;0;0,6;3,66;0,3;0,22;0;1,45;0,05;0;0,29;0,35;0;0,3;2,35;0,69;0,08;1,35;0;1,22;20,47;0,56;0,66;88,29;45,57;109,79;0,11;0;0;0,38;0;0,02;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Sau_10^5;0,24;1,03;6,17;0,14;0,55;0,16;0,13;0,32;0,25;0;0,03;0;0,82;6,18;0,31;0,08;0,22;2,92;0,01;0;0,05;0;0;0,32;4,54;0,5;0,02;2,6;0;5,69;21,37;0,27;0,38;77,26;50,09;72,81;0,07;0;0;0,38;0;0;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Sau_10^4;0,34;0,82;3,12;0,4;0,81;0,12;0;0,24;0,1;0;0,08;1,96;1,52;10,84;0,49;0,12;0,04;6,09;0;0;0,01;0;0,04;0,29;6,14;0,98;0,1;1,66;0;4,97;16,21;0,53;0,41;35,94;20,37;33,4;3,48;3,41;0,2;0,71;0;0,09;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Sau_10^3;0,66;0,64;1,72;0,21;1,1;0,22;0,04;0,31;0,04;0,02;0,13;0,15;0,53;3,08;2,98;5,13;0,19;3,4;7,18;0,24;2,68;10,07;0,08;0,5;5,71;0,42;0;2,48;0;1,45;5,99;0,24;0,21;4,13;1,21;4,85;0;0;0;0,38;0;0,11;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Sau_10^2;0,25;4,6;2,42;0,1;0,45;0,08;0,06;0,24;0,17;0,22;0,55;1,57;0,82;6,99;0,31;0,18;0,13;4,56;0,11;0;0,12;0;0;0,19;0,68;0,8;0,1;1,88;0,74;7,76;5,4;0,06;0,07;0,22;0;0,67;0,57;1,05;0,66;0,37;0;0,06;0;
FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Spn_10^8;13,99;3,12;1,73;0,04;0;0;1,13;1,72;0;0;124,93;0;7,51;0;0;0,51;0,59;0,06;0;28,28;0,39;68,02;4,58;0,62;1,23;0;2,16;0;1,04;8,32;4,61;45,39;0,12;0;1,37;157,71;164,43;163,46;137,76;0;0;0;0;
FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Spn_10^7;4,76;3,14;3,77;0,77;0;0;0,38;0,57;0;0;99,61;0;5,21;0,54;0,72;1,43;8,9;2,89;0,6;11,09;3,03;15,95;0,4;0,07;0,55;0;3,64;0;5,73;5,93;0,22;45,58;0,07;0;0,92;129,07;145,52;128,53;107,36;0;0;0;0;
FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Spn_10^6;0,73;4,04;2,72;0,48;0;0;0,45;0,45;0;0;69,3;0;4,58;0,05;0;0;0,81;0;0;4,95;0,06;5,06;0,56;0;0;0,01;1,17;0;0,02;3,63;0,82;40,05;0,13;0;0,73;93,37;103,46;61,99;93,41;0;0;0;0;
FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Spn_10^5;0,69;3,94;7,28;0,46;0;0,16;0,25;0,2;0,03;0;11,28;0;0,81;0,33;0,18;0,21;0,43;0,07;0,04;2,19;0,12;2,92;0,17;0;0;0,02;1,19;0;4,12;4,92;0,28;48,01;0,52;0;0,78;18,03;21,96;6,75;16,96;0;0;0;0;
FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;Hi10_5_Pa10_5_rep;0,75;1,32;1,67;37,38;1,31;0,01;0;0;0;0;0;0,05;0,89;34,15;0,63;0,49;0,32;19,32;1,34;0,61;0,3;2,39;0,06;0,43;1,05;13,36;1,65;55,23;0,01;2,77;19,24;35,69;43,21;0,66;0;0,67;0;0;0,09;0,22;0;0,07;0;
FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Mca10_6_Sau10_6_rep;0,26;41,77;4,01;0,14;14,88;53,69;0,14;0,23;0,06;0,05;0,45;0,28;6,57;0,9;0,77;0,32;0,32;52,65;0,09;0,06;3,51;0,21;16,77;25,41;69,78;17,3;0;1,48;0,04;0,5;0,85;0,59;0,17;10,63;5,93;9,93;0,07;0,17;0,23;0,53;0,74;0,61;0;
TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Kpn10_7_Pa10_7_rep;108,99;50,71;4,11;9,23;54,91;0;0;0,23;0;0,06;0;0,21;27,85;137,16;88,58;59,8;109,93;110,94;134,81;108,3;161,79;159,23;0;19,37;4,88;48,97;11,95;142,72;0;0,34;97,78;7,24;9,65;0;0;0,98;0;0,15;0;11,1;0;0;0;
FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Mca 10x6 + Spn 10x6;0;0,614;4,059;0,98;0,137;0;0;3,861;0;0;0;0;0,451;0;0;0,473;4,392;11,001;5,474;0;0;5,764;0;1,046;0;0;0;0,484;0;0;0,044;0,108;0,52;0;0;0,229;81,094;89,669;36,477;0;0;0;0;
FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;Spn 10x6 + Pa 10x6;0,234;35,387;1,997;0;0,986;0;0;1,544;0;0;0;7,67;26,585;31,364;0,605;0,717;0;94,834;0,91;0,134;1,078;0;0;3,149;0;49,43;16,813;145,694;0;0,777;0;0,123;0,016;1,585;0,304;0,559;36,372;66,742;19,931;7,003;0;0;0;
FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;P776;3,13;136,555;4,287;0,123;0,706;0,408;0,005;3,122;0;0,6;0;30,838;86,759;79,037;2,269;2,642;0,454;115,745;8,05;0,623;25,268;0,023;0;30,892;19,434;32,595;24,249;171,575;1,213;8,615;109,775;0,711;0,476;74,61;68,826;123,142;3,411;2,553;0,562;45,027;0;0;0;
FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Hi 10x6 + Sau 10x6;6,925;28,899;5,463;70,602;0,945;0;0;13,339;0;0;0;0;17,955;0,374;0,813;0,742;0;3,547;0,312;0,778;6,418;14,402;0;5,06;0;0;0;6,797;0;0,707;0;85,864;78,701;115,705;82,725;118,066;0;0;0,374;0;0;0;0;
FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;20,2,19,J,0034;3,89;125,672;2,229;11,727;4,639;34,567;0,16;17,224;0,509;12,095;6,235;15,357;86,7;44,418;3,262;2,502;1,249;123,246;1,687;0,663;6,843;10,904;34,561;28,221;62,766;76,326;53,44;167,134;20,387;117,855;118,397;12,923;15,341;0;0;3,764;133,866;155,801;148,212;59,461;0,25;0,007;0,16;
FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;P91;3,577;94,595;7,199;48,792;1,268;0;0;19,8;0;13,318;0,525;1,87;22,325;1,579;1,618;0,962;0,97;31,663;0,707;0;6,309;7,525;0;4,325;1,568;0;0,447;21,408;22,136;13,929;24,356;56,621;56,098;91,772;70,93;143,52;44,688;69,104;121,988;11,446;0;1,044;0;
TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;P863;13,377;121,925;11,646;6,005;0;0;0;10,389;0;0;0;155,625;70,608;57,214;65,913;35,16;20,997;79,409;117,409;85,726;39,381;51,127;0;31,613;13,41;11,237;20,132;155,293;0,051;73,743;106,219;6,384;7,232;0;0;3,134;0;0;0,682;45,453;0;0;0;
FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;19,12,F,0520;11,674;79,302;5,28;113,602;8,457;8,279;0,212;45,126;0,191;1,543;0,587;0,665;89,766;2,307;2,483;4,048;6,931;7,274;0,93;3,422;27,91;45,364;0,963;12,512;11,033;0,392;0,413;32,039;4,245;43,601;20,852;130,21;127,002;0,076;0;3,888;153,384;81,851;153,948;31,739;0;0;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;P875;0;33,868;6,504;0,583;0;0;0;8,754;0;0,205;0;1,416;3,366;0,85;3,016;1,073;0,675;3,868;1,494;0;1,241;0,708;0;0;0;0;0,399;16,745;0;18,082;61,306;0,927;0,994;81,55;66,421;163,403;3,15;0;0,375;3,644;0;0;0;
FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;LBA21d50;0,16;28,752;3,937;0;0,387;0;0;10,815;0;0;0;10,625;20,705;25,429;2,777;0,46;0,238;65,176;1,094;0;1,032;0;0,216;19,416;0,182;58,044;17,144;108,427;0;5,428;55,868;0,069;0,408;0;0;0,373;0;0,004;0;12,272;0;0;0;
FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;LBA9;0,945;69,156;17,033;1,03;5,518;0,26;0;3,743;0,035;0;0,335;26,134;65,284;58,953;3,884;3,062;0,809;105,489;3,924;0,325;7,075;0;0;19,233;2,676;26,775;27,435;170,118;0,106;4,57;75,569;2,326;4,535;0;0;3,46;79,613;93,081;46,958;54,71;0;0;0;
FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Lim 30;1,964;51,791;2,053;11,85;1,473;68,549;0;18,406;0,668;0,145;0,057;0;39,42;0,33;8,497;1,969;3,718;6,867;1,487;0;23,027;8,162;25,261;82,777;122,091;0,19;0,663;41,752;0,353;47,407;15,218;14,429;18,227;0;0;3,536;83,948;92,607;89,496;26,063;0;0,045;0;
TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1127,1809;75,969;34,947;13,174;7,167;57,334;0,354;0;14,759;0;0;0;0,055;0,166;0,144;107,078;67,493;96,884;104,051;145,385;125,792;163,109;169,349;0;4,538;13,835;0;0;6,52;0;0,136;33,782;14,314;8,919;0;0;0,173;0,807;2,723;0,354;0,247;0;0;0;
FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;P703;1,983;49,26;18,758;0,285;1,193;0,248;0;0,567;0;0,098;0,172;26,629;84,485;66,837;0,454;0,178;2,192;103,832;2,921;0,297;13,189;0;0,475;16,554;0,162;48,431;33,369;167,76;0,592;15,607;131,986;0,701;0,816;0,102;0,023;0,778;16,092;23,437;22,522;59,265;0;0;0;
FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;2,11,R,6891;4,269;78,905;1,638;2,438;1,023;118,191;0;50,26;0,591;0,019;0,209;0;73,168;0,7;7,977;11,704;1,755;4,018;0,556;0;41,446;9,656;45,562;76,946;148,99;0,071;0,065;18,367;0,006;18,746;20,794;2,618;5,069;0;0;2,984;164,687;164,75;115,2;0;0;0;0;
FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;12,2,A,0066;25,075;59,023;7,612;109,608;2,573;0,015;0;26,606;0,141;0,204;0,417;0,155;53,815;1,414;2,417;2,508;2,273;7,705;1,103;4,758;26,458;64,404;0,018;26,587;0;0,53;0,029;25,807;0,33;13,848;0,025;119,372;118,086;0,325;0;0,388;24,533;52,253;30,684;6,099;0;0;0,083;
FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;16,4,19,1,0024d100;7,379;118,786;2,817;95,795;0,867;0;0,076;49,338;0,182;4,167;15,663;0,862;73,205;0,786;0,842;0,944;0,861;33,648;0;0,83;17,191;44,898;0;13,58;0;0,207;0,024;11,902;12,649;31,432;27,824;108,687;106,929;0,015;0;2,846;150,323;167,508;166,371;17,141;0;0;0;
FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;11,3,19,7,1338;5,835;169,982;3,643;17,905;6,498;0;0,194;37,004;0,284;27,583;1,283;7,167;148,729;9,056;2,749;0,906;6,151;108,901;0,396;0,167;12,573;16,113;1,891;5,846;0;38,274;17,528;102,019;47,377;111,354;87,1;16,899;23,465;0;0;6,077;164,428;167,218;170,761;45,461;0;0;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;P013;0,138;8,273;4,416;0,337;0,539;0,085;0,147;3,939;0;0,056;0,083;0;2,915;0,418;4,275;2,349;1,124;7,896;3,076;0,093;0,268;1,148;0,095;0,301;0,082;0,315;0;7,179;0,495;13,522;42,774;0,593;0,618;45,921;47,659;83,41;12,91;14,872;19,474;0,407;0;0;0;
FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;P1001;5,149;172,177;2,075;15,127;0;74,64;0;35,35;0;36,205;15,327;4,904;109,445;0;1,414;1,395;0,377;96,537;0,367;0;14,854;15,024;76,935;60,554;131,265;1,702;0;13,345;60,167;62,138;74,417;16,898;19,007;0;0;0,196;145,812;133,182;155,601;11,435;0;0;0;
FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;P1007;0;12,018;0;5,297;0;0;0,036;0,769;0;3,967;0,842;0;0,206;0;0;0;0;14,754;0;0;0;0;0;0;0;0;0;0;7,671;0;0;5,935;5,677;0;0;0,174;45,56;46,402;34,438;0,039;0;0;0;
FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;17,5,19,5,0123;16,551;51,24;6,451;18,815;33,509;0;0,083;43,183;1,014;0;0;0;6,975;0,514;89,243;54,62;0,315;2,298;147,253;48,682;32,707;44,991;0;14,573;11,574;0;0,062;11,575;0;89,514;42,001;22,009;2,769;0;0;0,151;167,519;165,366;166,074;0;0;0;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;P143;5,261;95,966;1,176;14,463;4,924;0,158;0,076;36,443;0,246;4,602;0,998;2,636;120,499;0,325;1,75;0,749;4,079;23,707;0,202;0,213;4,884;9,205;0,279;0,481;0;2,138;0;37,105;11,985;173,259;74,818;13,728;19,535;96,268;79,607;23;147,084;123,939;132,524;56,25;0;0,007;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;P107;15,733;50,974;6,579;17,537;20,129;0,039;0,003;35,03;0,522;0;0;0,227;20,12;0,783;94,597;68,189;8,12;0,141;146,22;96,428;25,601;58,447;0,041;25,346;0,313;0,379;0,103;16,157;0,064;84,32;35,1;22,625;22,786;38,747;28,584;48,417;96,257;110,923;136,265;12,917;0;0;0;
FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;P859;7,42;169,549;10,303;30,478;8,407;81,209;0;37,707;0;57,719;6,023;4,157;122,836;0,663;8,039;3,755;0,829;104,472;0,386;0;32,652;14,836;85,348;104,087;165,808;0,55;0,268;37,292;93,924;17,371;14,252;34,344;39,402;0;0;1,103;94,461;110,198;76,829;21,519;0;0;0;
FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;2710-H0162;0;43,872;0,856;0;1,068;0;0;40,756;6,522;0;0;0,584;63,439;0,482;0;0;0;8,313;0;0;0;0;0;4,912;0;0;0;31,751;0;141,247;30,662;3,285;2,421;0;0;0,951;146,249;168,951;172,901;53,153;0;0;0;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;P871;5,938;110,534;5,361;2,316;5,569;0,646;0;21,827;1,497;0,32;0,572;4,721;54,126;0;90,079;28,072;20,094;5,474;69,967;6,988;56,488;108,164;2,34;8,783;26,248;1,02;0,629;8,663;0,657;15,506;77,986;3,257;3,15;138,817;103,306;155,224;39,955;2,194;0;16,865;0,018;0,01;0,452;
FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;P890;0;103,713;5,868;4,994;5,916;0,387;0,255;13,159;0,446;15,362;2,991;5,725;41,522;1,142;3,791;2,597;2,213;37,067;1,03;0;3,294;3,739;0,527;5,231;7,391;2,602;2,53;16,298;37,652;84,7;74,892;5,389;8,076;105,33;104,828;154,402;74,333;84,097;28,079;12,268;2,53;0,698;0,042;
FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;P877;0;114,115;3,278;3,834;7,955;0;0;39,498;1,163;5,769;0,843;111,248;87,28;0,845;10,582;1,145;0,888;24,563;0,595;0,139;10,699;2,948;0,526;5,704;40,808;0,562;0;17,986;17,811;94,599;23,333;4,332;4,544;0;0;0,877;165,929;169,032;172,452;38,404;0;0;0,104;
FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1812,0,6003;0;158,865;0,849;5,089;8,028;0,276;0,395;49,425;0,748;32,16;15,276;5,875;144,283;0,219;0,421;0,608;0;85,664;0,292;0,102;0;2,653;0,657;11,522;0,289;0,095;0;16,532;60,029;161,046;136,897;6,263;7,23;0,019;0;5,708;170,518;171,208;173,207;48,293;0;0;0;
FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;110119,F,683;2,934;171,261;10,555;50,214;7,364;9,773;0,241;26,233;1,01;45,732;41,539;11,497;106,883;1,951;5,121;2,887;4,132;116,337;1,127;0,358;8,593;12,389;8,983;9,984;7,903;2,556;0,162;45,708;71,688;106,837;26,829;57,858;61,044;0;0;2,531;170,334;170,162;170,952;48,275;0;0;0;
FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;P502;0;164,545;4,595;32,961;10,124;0,972;0,339;38,373;1,07;51,915;14,724;13,859;146,233;1,409;3,272;3,596;4,014;103,553;0,814;1,262;8,573;12,641;1,276;14,625;0,728;1,251;0,228;20,682;88,45;158,839;61,169;36,528;40,38;0,108;0;4,365;146,229;162,956;154,896;51,963;0;0,038;0,3;
FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;01,06,I5786C d10;14,288;162,82;8,188;78,981;4,668;1,53;0;41,367;0,664;21,41;3,545;3,056;111,977;1,136;4,75;0;5,932;54,858;1,492;1,162;38,708;84,756;0,515;12,482;0,919;0,836;0,393;48,464;48,813;73,641;13,757;92,517;90,999;0;0;1,593;148,059;169,866;122,88;32,342;0;0;0;
