"","Souche","X1","X2","X3","X4","X6","X7","X14","X16","X19","X21","X24","X25","X26","X27","X29","X30","X31","X32","X34","X35","X38","X41","X43","X51","X52","X53","X54","X55","X56","X58","X61","X62","X63","X68","X70","X72","X73","X74","X77","X78","X79","X81","X82","X83","X84","X85","X86","X87","X89","X90","X102","X108","X110","X118","X122","X123","X127","X128","X137","X143","X164","X169","X170","X171","X172","X173"
"1","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,0,0,201,0,0,0,0,0,0,0,0,0,0,0,994,0,0,0,0,2093.5,0,0,0,0,0,0,0,0,2498,5993,5543,0,0,0,881,0,0,0,0,0,56,0,0,0
"2","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,0,0,169.5,0,0,0,0,0,0,0,0,0,0,0,2889,0,0,0,0,12659,0,0,0,383,97.5,0,0,206,5657,27529,39722.5,0,0,28,4730,0,0,0,0,0,386,0,0,0
"3","Pa",0,0,4697,11,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,0,0,185,0,461,0,0,926,1513,1624,2748,4914,1568.5,2398,18610,5911.5,984,4045,23616,30665,45438,40002,7862,14370,65235,4872,9746.5,30680,0,29167.5,102,0,382,0,36543,0,0,1901.5,0,0,996.5,0,0,0
"4","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5559,0,0,105,0,0,0,0,0,0,101.5,0,0,0,0,5457,51.5,0,0,0,19889,0,0,0,206.5,309,97,0,287.5,10306.5,42523,61108,0,0,245,7252,0,0,0,0,0,867,0,0,0
"5","Pa",0,0,6828,389,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.5,4136.5,343,0,0,600,0,556.5,109,84.5,0,2348,1613,6583,4275,4393,9110,29213,8445,4,27936.5,7149,48986.5,32968,12467,32024,4050.5,34006,33594.5,28400,25599.5,808.5,56355.5,2235.5,218,351,195,57057.5,0,64,1534,0,298,2681,0,0,0
"6","Pa",0,0,1971,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,208,419,245.5,2566,226,303,8388,5127,0,5122,15224.5,17271,30199,1941,501,8363,7984.5,770,12841,16704,17,17676,743,0,186.5,0,19811.5,0,0,1205,0,303,698.5,0,0,0
"7","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5122,0,176,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,5163.5,600,0,0,0,23530,0,0,0,1133.5,842,0,0,10,0,39985,0,0,0,0,5982,0,0,0,0,1412,0,0,0,0
"8","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","Kpn",0,0,2169,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,388,0,0,870.5,404,1215,1765.5,1232,1564,118,10063.5,4808,2507,475.5,20343,24682,34946,5588,13419,6730.5,65235,13898,33744,19604.5,0,11439,463.5,0,73,0,17986,0,0,2,0,0,0,0,0,0
"10","Mca",0,0,0,0,200,0,0,0,0,475.5,0,0,0,0,0,0,0,2488,0,1,0,0,0,0,0,0,120,0,0,0,212,670,0,0,0,0,12992.5,3834,0,0,0,22303.5,0,0.5,2831,1623.5,65235,0,356,18985,0,40725,0,0,892,767,19901,4042,0,0,0,0,0,0,0,0
"11","Hi",0,0,0,0,0,0,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,100,0,0,0,0,0,0,596.5,0,0,96,0,4570,2990,0,0,2481,17937,30194.5,789.5,10238,4678.5,4971,606.5,2762,14926,111,10850,362,0,0,0,16344,0,0,0,0,0,0,1767,1212.5,2032
"12","Hi",0,0,0,0,0,0,200,342.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,601,360,0,0,0,1621,2454,0,388,98,87.5,0,0,498.5,94,1425,213.5,0,0,0,2386,0,0,0,0,0,0,775.5,476,988
"13","Hi",0,0,0,0,616,0,0,842.5,0,0,0,0,0,0,0,0,0,73,0,4,0,0,0,0,0,0,0,0,0,0,0,263,0,0,105,0,6243,3032,0,0,2481,17320,28585,684,8494,4467,3461,526,2879.5,11965.5,0,15751,0,0,840.5,0,15515.5,0,0,0,0,224.5,0,2102,1534,2726.5
"14","Kpn",0,0,3512,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,206,0,284,445.5,275.5,2634,1537,5811,3219,3806.5,8464,5309,8205.5,10336.5,38663,29281,27836.5,22726,14828,1978,65235,21422,33872.5,21378.5,0,12315,176.5,0,192,0,20011,0,0,0,0,0,0,0,0,0
"15","Ssp",0,0,0,0,138,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,222,205.5,0,0,0,0,8489,2922.5,0,0,0,11536.5,0,15,1187,194,47323.5,0,123,14869,1487,26352.5,5525,0,603,300,14418.5,1690,0,0,0,0,0,0,0,0
"16","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","Mpn",0,0,0,0,0,0,0,0,0,0,557.55,1141.7,1050.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664.3,0,0,0,0,0,0,0,0,0,4057.65,0,0,0,0,0,0,0,0,0,0,741.85,0,0,0
"18","Mpn",0,0,0,0,0,0,0,0,0,0,398.3,889.8,904.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,0,0,0,0,0,0,0,0,0,2307,0,0,0,0,0,0,0,0,0,0,449,0,0,0
"19","Mpn",0,0,0,0,0,0,0,0,0,0,239.05,637.9,758.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,0,0,0,0,0,0,0,0,0,2124,0,0,0,0,0,0,0,0,0,0,290,0,0,0
"20","Mpn",0,0,0,0,0,0,0,0,0,0,79.8,386,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,0,0,0,0,0,183,0,0,0
"21","Mpn",0,0,0,0,0,0,0,0,0,0,720.55,1534.1,1267.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0,0,0,0,0,0,0,0,0,5421,0,0,0,0,0,0,0,0,0,0,1003,0,0,0
"22","Mpn",0,0,0,0,0,0,0,0,0,0,701.3,1382.2,1121.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3022,0,0,0,0,0,0,0,0,0,5860,0,0,0,0,0,0,0,0,0,0,933,0,0,0
"23","Mpn",0,0,0,0,0,0,0,0,0,0,682.05,1230.3,975.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,0,0,0,0,0,0,0,0,0,5421,0,0,0,0,0,0,0,0,0,0,779,0,0,0
"24","Mpn",0,0,0,0,0,0,0,0,0,0,442.8,1078.4,829.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,0,0,0,0,0,0,0,0,0,1832,0,0,0,0,0,0,0,0,0,0,278,0,0,0
"25","Mpn",0,0,0,0,0,0,0,0,0,0,563.55,1126.5,983.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3435,0,0,0,0,0,0,0,0,0,5342,0,0,0,0,0,0,0,0,0,0,959,0,0,0
"26","Mpn",0,0,0,0,0,0,0,0,0,0,494.3,1274.6,1137.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,0,0,0,0,0,0,0,0,0,2897,0,0,0,0,0,0,0,0,0,0,657,0,0,0
"27","Mpn",0,0,0,0,0,0,0,0,0,0,425.05,1422.7,1292.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,0,0,0,0,0,0,0,0,0,2879,0,0,0,0,0,0,0,0,0,0,622,0,0,0
"28","Mpn",0,0,0,0,0,0,0,0,0,0,305.8,700.8,646.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,0,0,3031,0,0,0,0,0,0,0,0,0,0,619,0,0,0
"29","Mpn",0,0,0,0,0,0,0,0,0,0,346.55,818.9,750.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,0,0,0,0,0,0,0,2097,0,0,0,0,0,0,0,0,0,0,449,0,0,0
"30","Mpn",0,0,0,0,0,0,0,0,0,0,387.3,937,854.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,3311,0,0,0,0,0,0,0,0,0,0,488,0,0,0
"31","Mpn",0,0,0,0,0,0,0,0,0,0,328.05,815.1,808.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695,0,0,0,0,0,0,0,0,0,2422,0,0,0,0,0,0,0,0,0,0,416,0,0,0
"32","Mpn",0,0,0,0,0,0,0,0,0,0,268.8,693.2,762.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564,0,0,0,0,0,0,0,0,0,1211,0,0,0,0,0,0,0,0,0,0,524,0,0,0
"33","Mpn",0,0,0,0,0,0,0,0,0,0,209.55,571.3,716.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,0,0,1570,0,0,0,0,0,0,0,0,0,0,330,0,0,0
"34","Xneg",0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Xneg",0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","Bp",0,0,0,0,45181,459,0,0,0,0,0,0,0,0,0,0,0,0,43492,20748,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,0,0,20956,0,0,0,2169,5023,0,1,2267,0,32084,0,0,1,0,4300,0,0,0,0,0,0,0,0,0
"44","Hi",0,0,2284,1314,6,0,0,710,306,0,0,0,0,0,0,0,0,790,0,0,0,150,0,185,440,0,194,52,310,157,414,1255,1610,2298,4977,2408,6551,1123,3975,5872,12000,26842,35408,8437,21566,4626,21566,10207,25638,34398,0,17333,302,0,285,2628,15362,0,44,0,0,0,38,794,573,596
"45","Kpn",0,0,2466,1412,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,238,0,194,52,310,157,414,1306,1706,2479,4557,2606,3210,677,4340,5731,9980,12660,15302,7948,8794,1885,23126,10992,28310,17249,0,5008,302,0,285,2871,5837,0,44,0,0,0,38,0,0,0
"46","Hi",0,0,92,0,12606,250,0,1830,0,0,0,0,0,0,0,0,0,142,10875,5006,0,934,0,256,539,0,0,204,0,0,0,776,0,0,1268,0,7198,324,0,18074,19836,31642,27236,619,15962,4808,15983,405,614,24785,0,24679,0,6,1740,0,17078,0,0,0,0,0,0,2255,2186,2378
"47","Kpn",0,0,4207,2426,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,300,4,350,0,284,213,734,2189,2755,3835,7855,4352,5446,1362,7466,4794,17805,20283,25793,14297,12176,3243,37818,18938,49688,29178,0,8244,556,3,526,4912,9328,0,92,0,0,0,62,0,0,0
"48","Bp",0,0,0,0,38335,1288,108,0,0,0,0,0,0,0,0,0,0,714,36546,16376,0,0,0,0,60,0,0,0,0,0,0,0,104,0,0,0,1456,0,0,0,0,24436,131,0,391,1564,50,0,0,150,0,13198,0,0,0,0,4559,0,0,0,0,2528,0,0,0,0
"49","Hi",0,0,0,0,7568,286,0,546,0,0,0,0,0,0,0,0,0,0,7812,3756,0,2,0,0,374,0,0,49,0,0,1,0,105,0,235,0,1783,0,0,5470,6242,11792,10205,0,3288,1760,2414,0,0,5884,0,8702,0,0,500,0,5527,0,0,0,0,0,0,678,560,501
"50","Hi",0,0,0,0,7431,0,193,597,0,0,0,0,0,150,48,0,49,1223,0,1083,0,48,0,201,542,0,0,0,0,0,0,0,1900,0,174,0,5516,141,0,278,1385,26026,8110,54,3948,1047,556,0,138,3047,0,17934,0,0,712,0,10755,0,0,0,643,3387,0,787,588,863
"51","Hi",0,0,3148,1139,350,0,0,1250,212,0,0,0,0,0,0,0,0,0,5,1332,612,304,0,239,1089,197,685,204,466,362,852,1414,2928,3701,5749,2276,9926,964,8547,11034,22556,31938,43071,10188,19654,7412,21378,10602,27048,29998,0,23648,90,0,1521,2074,17171,0,138,0,0,154,1272,1408,1550,1197
"52","Hi",0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,4,199,0,0,0,0,0,0,0,46,0,622,0,2058,146,0,3166,5674,11065,16269,1222,8896,2038,3736,0,149,16093,196,7206,294,0,376,0,6636,0,0,0,0,0,0,912,522,618
"53","Hi",0,0,92,0,296,0,0,2137,0,0,0,0,0,0,0,0,0,1529,0,138,0,934,0,256,688,0,0,204,0,0,0,776,41,0,1470,0,9300,416,0,18262,20616,38999,33521,834,19102,5090,11796,405,654,26635,0,30356,0,6,2201,0,20299,0,0,0,0,1974,0,2600,2284,2634
"54","Hi",0,0,6,0,7894,0,0,160,0,0,0,0,0,100,52,0,0,946,50,1398,0,98,0,0,182,0,0,0,0,0,0,0,940,1,638,38,4185,89,77,2112,3016,23234,10040,912,5112,2150,1531,443,946,6205,0,25612,0,0,589,44,8346,0,50,0,250,563,632,194,95,148
"55","Hi",0,0,0,0,6289,460,92,452,0,0,0,0,0,0,0,0,0,210,8206,4163,0,48,0,201,350,0,0,0,0,0,0,0,441,0,0,0,2118,141,0,0,396,13152,2821,54,2138,821,104,0,138,1714,0,15855,0,0,738,0,3814,0,0,0,0,2252,90,642,588,604
"56","Hi",0,0,2408,1183,0,0,0,382,151,0,0,0,0,0,0,0,4,0,86,0,0,193,0,206,398,0,423,0,108,98,462,1077,1658,2588,3828,2066,3860,496,3048,13562,18228,22050,31854,11023,20126,3750,30962,10772,26782,40078,0,13891,381,0,1290,2643,12778,0,48,0,0,0,0,463,156,320
"57","Hi",0,0,92,0,296,0,0,2137,0,0,0,0,0,0,0,0,0,1529,0,138,0,934,0,256,688,0,0,204,0,0,0,776,41,0,1470,0,9300,416,0,18262,20616,38999,33521,834,19102,5090,11796,405,654,26635,0,30356,0,6,2201,0,20299,0,0,0,0,1974,0,2600,2284,2634
"58","Lpn",0,0,0,0,7577,0,102,144,346,0,0,0,0,150,48,0,49,1223,0,1276,0,0,0,0,247,0,0,0,0,0,0,0,1696,0,174,0,5530,6,0,278,1482,24943,14866,0,2422,1914,812,0,976,22900,0,31336,0,0,0,0,17358,0,0,0,643,24280,2952,145,0,260
"59","Hi",0,0,6,0,254,0,0,307,0,0,0,0,0,0,0,0,0,1386,0,82,0,0,0,0,189,0,0,0,0,0,0,0,41,1,305,38,3654,92,77,374,1244,16632,6864,508,3332,1084,1865,392,986,4870,0,17977,0,0,463,44,6242,0,0,0,0,1974,0,345,98,257
"60","Lpn",0,0,0,0,0,0,0,1012,460,0,0,0,0,0,0,0,0,0,0,0,0,98,0,16511,346,0,0,98,0,0,0,693,246,0,711,0,4718,56,0,13351,14568,14815,31151,102,9413,4622,8402,50,280,28886,0,12616,0,0,1458,0,8665,0,0,0,0,24408,3370,1322,155,710
"61","Lpn",0,0,6,0,102,0,0,0,344,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103,38,716,109,77,188,918,2210,13672,293,191,1812,1384,392,1537,29396,0,17156,0,0,36,44,12388,0,0,0,0,32618,5178,0,0,0
"62","Kpn",0,0,2143,1337,5718,675,0,0,106,0,0,0,0,0,0,0,0,334,6391,2616,0,0,0,95,164,0,147,0,103,86,338,1116,1417,1943,4374,2280,4031,713,4270,986,9350,18970,13900,7842,7056,2260,19408,10256,27872,15775,0,16450,292,3,274,2632,6632,0,50,0,0,1610,58,0,0,0
"63","Lpn",0,0,0,0,20528,1281,43,0,107,0,0,0,0,0,0,0,0,785,16578,6872,0,0,0,0,98,0,0,0,0,0,0,0,92,0,0,0,2459,0,0,0,98,13467,5694,0,549,1183,178,0,146,11640,0,32805,0,0,0,0,9686,0,0,0,0,11079,1904,0,0,0
"64","Hi",0,0,0,0,33369,612,108,546,0,0,0,0,0,0,0,0,0,380,30156,13760,0,2,0,0,228,0,0,49,0,0,1,0,105,0,235,0,1734,0,0,5470,6242,24216,10205,0,3288,2607,2414,0,0,5884,0,5342,0,0,500,0,7874,0,0,0,0,918,0,678,560,501
"65","Lpn",0,0,0,0,7431,0,102,144,107,0,0,0,0,150,48,0,49,1223,0,1083,0,0,0,0,247,0,0,0,0,0,0,0,1696,0,174,0,5308,0,0,278,1094,24152,11052,0,2422,1194,593,0,146,13026,0,27444,0,0,0,0,15202,0,0,0,643,12073,1861,145,0,260
"66","Lpn",0,0,1212,662,45,0,0,0,910,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20822,337,66,100,61,228,196,253,853,938,1555,2661,1126,2131,0,4946,4040,7616,7666,18386,4634,2022,3808,14386,5648,13022,28118,0,16252,0,0,416,0,15114,0,0,0,0,27014,4586,0,0,0
"67","Lpn",0,0,0,0,13468,733,0,0,134,0,0,0,0,0,0,0,0,358,11496,4792,0,0,0,7380,106,0,0,0,0,0,0,0,2,0,0,0,2934,0,0,0,0,15773,4653,0,518,1466,1494,0,156,7798,0,28162,0,0,0,0,9231,0,0,0,0,13821,1273,0,0,0
"68","Hi",0,0,0,0,13468,736,54,401,0,0,0,0,0,0,0,0,0,358,11496,4792,0,1,0,149,285,0,0,0,0,0,0,0,201,0,0,0,2115,50,0,0,302,11294,2166,48,1709,688,45,0,47,1542,0,14791,0,0,645,0,3299,0,0,0,0,1441,0,470,402,503
"69","Lpn",0,0,0,0,57,0,0,0,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35720,192,0,0,0,0,3,2,0,0,0,0,0,1237,0,0,0,0,2666,15063,0,0,2950,3967,0,538,39283,0,21981,0,0,64,0,19438,0,0,0,0,52428,7258,0,0,0
"70","Hi",0,0,0,0,7431,0,102,144,246,0,0,0,0,150,48,0,49,1223,0,1083,0,0,0,4652,392,0,0,0,0,0,0,0,1696,0,174,0,6172,0,0,278,1044,27973,8479,0,2472,1420,1162,0,0,6158,0,26858,0,0,0,0,12778,0,0,0,643,11158,1095,145,0,260
"71","Bp",0,0,1212,662,6289,460,0,0,92,0,0,0,0,0,0,0,0,210,8206,4163,0,0,0,0,246,66,100,61,228,151,249,853,1175,1555,2661,1126,2920,0,4946,4040,7637,16629,7922,4634,2636,1904,11465,5648,12664,6224,0,16534,0,0,347,0,4435,0,0,0,0,2252,90,0,0,0
"72","Hi",0,0,0,0,4499,0,0,373,0,0,0,0,0,1,0,0,135,1040,0,524,0,0,0,0,358,0,0,0,0,0,0,0,713,0,473,0,6988,152,0,1147,2466,44856,13528,732,10070,2512,1762,40,129,10964,0,47262,0,0,424,0,13834,0,0,0,52,1498,276,442,292,402
"73","Lpn",0,0,0,0,7533,0,102,144,344,0,0,0,0,150,48,0,49,1223,0,1188,0,0,0,0,247,0,0,0,0,0,0,0,1696,0,174,0,5733,109,0,278,1498,25246,18606,0,2422,2604,911,0,592,30270,0,34492,0,0,36,0,21174,0,0,0,643,36005,5178,145,0,260
"74","Hi",0,0,2862,1378,53,0,0,1248,144,0,0,0,0,0,0,0,0,0,0,0,0,228,0,94,484,36,202,19,250,168,411,1273,2014,2688,4960,2506,7483,1535,4318,999,15866,30349,36706,10568,20988,5373,27689,10810,30822,39210,0,14721,242,0,1236,2545,18233,0,0,0,0,0,10,1188,694,1227
"75","Lpn",0,0,3144,1686,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,148,0,154,0,188,136,491,1384,1763,3337,5912,3976,5432,928,5247,1306,16872,18852,24967,12256,10250,2757,32654,14016,32763,36103,0,16282,343,43,322,2958,13870,0,102,0,0,8686,1948,0,0,0
"76","Pa",399,0,2059,379,604,0,0,1250,1,0,0,0,0,0,0,0,0,0,5,1332,612,304,0,143,698,0,437,0,336,194,465,270,1853,1861,3227,1013,11491,1057,1772,5194,12665,54542,37444,3865,19521,7071,9585,4653,11526,24091,0,54396,116,0,1294,2736,20971,0,138,197,0,388,1272,1408,1550,1197
"77","Hi",0,0,1220,0,350,0,0,1250,1,0,0,0,0,0,0,0,0,0,5,1332,612,304,0,143,698,0,434,0,0,0,406,0,1342,1118,1572,293,7884,904,77,4428,9021,22474,31528,2216,16272,5210,1860,887,3772,21026,0,21879,90,0,950,2118,13430,0,138,0,0,154,1272,1408,1550,1197
"78","Lpn",0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7380,60,0,3,0,0,0,0,0,0,0,0,0,2310,43,0,0,0,9169,4596,0,284,978,5572,0,156,10218,0,16029,0,151,56,241,8862,642,0,0,0,12380,1273,0,0,0
"79","Lpn",0,0,0,0,48,0,0,0,1222,0,0,0,0,0,0,0,0,0,0,5,0,0,0,36126,286,0,0,0,0,1,2,0,0,0,0,0,1378,2,0,0,11,2732,16414,0,0,3010,4552,0,524,38250,0,21466,0,0,121,0,16670,0,0,0,0,49900,7867,0,0,0
"80","Lpn",188,4,692,206,975,0,81,0,484,0,0,0,0,0,0,0,49,0,0,50,0,0,53,9112,657,95,203,339,312,0,23,737,1776,978,1262,478,2651,43,1790,2112,3129,14466,8614,1560,1101,1951,5393,1500,3488,11566,0,20332,0,0,151,0,10237,0,0,0,0,15152,1664,0,0,0
"81","Hi",0,0,0,0,24926,1281,43,370,0,0,0,0,0,1,0,0,135,1780,16578,7296,0,0,0,0,456,0,0,0,0,0,0,0,804,0,473,0,7092,152,0,1147,1980,38428,11477,636,7093,2681,670,40,129,8883,0,47000,0,0,258,0,12662,0,0,0,52,3244,186,442,292,401
"82","Kpn",0,0,854,155,1504,0,0,0,725,0,0,0,0,0,0,0,0,901,0,98,0,0,0,0,281,0,46,0,0,0,83,452,675,1098,770,838,3278,696,1110,1308,6408,14515,12572,3583,2192,1198,13387,2660,7770,21504,0,27068,0,0,6,342,10961,0,0,0,0,22714,2515,0,0,0
"83","Kpn",0,0,2408,1183,1504,0,0,0,876,0,0,0,0,0,0,0,4,901,33,98,0,0,0,206,530,0,423,0,108,98,462,1077,1457,2588,3220,2066,3814,256,3048,6284,8876,19769,18163,8620,8169,2562,21338,10722,26974,31766,0,30104,381,0,469,2643,13531,0,48,0,0,22714,2515,0,0,0
"84","Mca",0,0,0,0,18560,411,0,0,0,0,0,0,0,0,0,0,0,0,12491,5770,0,0,0,0,283,0,136,0,0,0,12,0,0,0,0,0,1366,0,0,0,0,8042,0,0,0,534,2794,0,0,1140,0,13529,0,144,174,97,2310,280,0,0,0,0,0,0,0,0
"85","Hi",0,0,144,0,146,0,111,100,346,0,0,0,0,0,0,0,0,0,2,194,0,0,0,0,446,0,26,0,0,0,0,0,0,149,97,0,1027,6,0,0,841,2423,10876,0,146,1122,255,90,1394,21866,0,15467,0,0,77,89,9268,0,0,0,0,20892,2952,104,153,181
"86","Lpn",0,0,182,102,51,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18445,143,0,0,0,0,0,0,51,97,181,430,198,932,0,365,52,1400,2656,11772,923,925,2288,4499,1294,4020,20796,0,8809,0,6,47,292,6088,0,0,0,0,25664,4172,0,0,0
"87","Bp",0,0,0,0,20528,1281,43,0,107,0,0,0,0,0,0,0,0,785,16578,6872,0,0,0,0,98,0,0,0,0,0,0,0,92,0,0,0,2459,0,0,0,98,13467,5694,0,549,1183,178,0,146,11640,0,32805,0,0,0,0,9686,0,0,0,0,11079,1904,0,0,0
"88","Hi",0,0,0,0,53,0,0,1720,0,200,0,0,0,0,0,0,0,0,0,0,0,189,0,92,688,0,283,0,0,0,143,0,0,0,412,0,7455,1028,0,191,4526,23934,21886,993,14319,4402,12405,145,1078,34497,0,16824,0,431,566,1254,14084,1858,0,0,0,125,0,1410,0,2277
"89","Lpn",0,0,0,0,0,0,0,0,107,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,408,0,0,0,294,0,0,0,0,0,1962,456,0,0,50,2485,5538,0,0,402,8011,0,146,14651,0,11021,0,135,239,0,9218,10,0,0,0,8742,1861,0,0,0
